timestamp,temperature,humidity,soil_moisture,battery_voltage,mode,mist_status,pump_status,temperature_threshold,humidity_threshold,soil_threshold
2026-05-09 14:26:50,29.5,64.4,922,6.4,0,0,0,,,
2026-05-09 14:26:55,29.5,68.8,931,6.4,0,1,0,,,
2026-05-09 14:27:01,29.4,71.8,929,6.4,0,1,0,,,
2026-05-09 14:27:06,29.4,75.2,929,7.1,0,0,0,,,
2026-05-09 14:27:12,29.3,76.8,931,7.1,0,0,0,,,
2026-05-09 14:27:17,29.3,78.2,936,7.1,0,0,0,,,
2026-05-09 14:27:23,29.2,79.0,935,7.1,0,0,0,,,
2026-05-09 14:27:28,29.2,79.6,939,7.1,0,0,0,,,
2026-05-09 14:27:34,29.2,79.2,937,7.1,0,0,0,,,
2026-05-09 14:27:39,29.1,79.2,940,7.1,0,0,0,,,
2026-05-09 14:27:44,29.1,79.2,939,7.1,0,0,0,,,
2026-05-09 14:27:50,29.1,79.0,939,7.1,0,0,0,,,
2026-05-09 14:27:55,29.2,77.6,938,7.1,0,0,0,,,
2026-05-09 14:28:01,29.2,76.6,938,7.1,0,0,0,,,
2026-05-09 14:28:06,29.2,74.8,938,7.1,0,0,0,,,
2026-05-09 14:28:12,29.2,72.8,935,7.0,0,0,0,,,
2026-05-09 14:28:17,29.2,70.8,938,7.1,0,0,0,,,
2026-05-09 14:28:23,29.2,69.8,937,7.1,0,0,0,,,
2026-05-09 14:28:28,29.2,68.6,937,6.4,0,1,0,,,
2026-05-09 14:28:34,29.2,67.8,939,6.4,0,1,0,,,
2026-05-09 14:28:39,29.3,68.2,934,6.4,0,1,0,,,
2026-05-09 14:28:45,29.3,69.8,937,6.4,0,1,0,,,
2026-05-09 14:28:50,29.3,72.2,933,6.4,0,1,0,,,
2026-05-09 14:28:56,29.2,75.4,934,7.1,0,0,0,,,
2026-05-09 14:29:01,29.2,78.8,934,7.1,0,0,0,,,
2026-05-09 14:29:07,29.1,80.6,932,7.0,0,0,0,,,
